location,latitude,longitude
ANANTAPURAM,14.68512145,77.6001483693399
JAVARANDODDI,,
VIJAYPURA,24.28538,76.34409
BAPUJI NAGAR,12.9556699,77.5402492
AMAM ENCLAVE LAYOUT,13.011691,77.546854
ALLALASANDRA,13.079715,77.587653
RAMANAGARA CHANNAPATNA,12.72031,77.28176
MAHESWARI NAGAR,12.887209,77.680655
HSR LAYOUT SECTOR3,12.916357,77.634936
THYAGRAJ NAGAR,12.887209,77.680655
BANAGIRINAGAR,,
MEDARALLI,,
VERSOVA LAYOUT,12.9838226,77.6698494
CHIKKAJALA,13.17419,77.634956
UDAYAGIRI,12.96557,77.60625
PAVITRA PARADISE,12.9287733,77.58578
KADUBISNAHALLI,,
RAHMATH NAGAR,12.887209,77.680655
CHIKKANAHALLI,13.184009,77.688967
HALANAYAKANAHALLI,12.9014441,77.6882695
PARK VIEW LAYOUT,12.913925,77.64022
XAVIER LAYOUT,12.922005,77.648683
AIR VIEW COLONY,12.9547408,77.6612636
AKSHAYA NAGAR T C PALYA,12.912895,77.520595
MVJ ENGINEERING COLLEGE,12.942499,77.504376
RAJA RAJASHWERI NAGAR,11.939866,79.791047
BASAVESHWARNAGAR,,
BANASHANKARI 3RD STAGE,12.920323,77.550713
ANNAIAH REDDY LAYOUT,12.9796971,77.6241135
MANYATA,13.0546437,77.62273981692556
LIC COLONY,12.9690711,77.6542086
MALLAPPA LAYOUT,12.981066,77.601564
3RD STAGE RAJA RAJESHWARI NAGAR,13.02928,77.574165
DOMINIC LAYOUT,13.011885,77.544139
KAMAKIYA,,
WHEELERS ROAD,12.985591,77.55998
MM LAYOUT,12.922005,77.648683
DEVARABEESANA HALLI,12.93346,77.546301
SADHGURU LAYOUT,12.910388,77.624948
CHIKBASAVANAPURA,,
CHUCHANGATTA COLONY,13.010655,77.615192
HANUMAN NAGAR,13.0328638,77.671933
KENGERI SATELLITE TOWN KHB APARTMENT,,
SUBHASH NAGAR,26.938847,75.797515
JOGUPALYA,12.970649,77.631106
DODDANAKUNTE,,
DUDDANAHALLI,13.2737774,77.6030366
GULAKAMALE,,
JAKKASANDRA,12.9243496,77.637603
CHELLIKERE,,
ZUZUVADI,12.7695338,77.7885075
KANAKAPURA MAIN  ROAD,12.9386765,77.5752987
MASJID E ALKAREEM,12.963134,77.54974
SINDHI COLONY,12.9954982,77.616304
KANAKAPUR MAIN ROAD,13.052193,77.684273
PRASANNA LAYOUT HEROHALLI,,
SARVOBHOGAM NAGAR,12.887209,77.680655
PATTEGARHPALYA,,
TILAK NAGAR,12.9275876,77.5947124
12TH CROSS SRINIVAS NAGAR BANSHANKARI 3RD STAGE,17.496112,78.458226
HAVANUR EXTENSION,12.96557,77.60625
ABSHOT LAYOUT,12.9930728,77.5866428
